frase,etiqueta
Exclusión del procedimiento de manejo de moldes obsoletos PRO-PRO-07,Eliminación
Marginación del anexo de especificaciones del atomizador descontinuado modelo AT-100,Eliminación
Abolición del requisito de sello de calidad físico en las cajas de producto terminado,Eliminación
Cese del formato de bitácora de cambio de color FO-PRO-08,Eliminación
Clausura de la revisión del punto 8.6.2 por no aplicar al proceso de inyección de plástico,Eliminación
Desistimiento del proveedor autorizado fabricante de válvulas descontinuado,Eliminación
Levantamiento del requisito de aprobación del gerente general para cambios menores de arte,Eliminación
"Extirpación del instrumento de medición de dureza Shore del laboratorio de metrología",Eliminación
"Se hizo la emisión del manual de calidad donde el jefe de SGC queda como representante de la dirección",Emisión
"Creación del Sistema de Gestión de la Calidad de acuerdo a la norma ISO 9001:2015",Emisión
"Emisión inicial de la instrucción de trabajo de selección, evaluación y reevaluación de proveedores INT-COM-01",Emisión
"Se hizo la emisión del Procedimiento de Control de Registros PRO-SGC-08",Emisión
"Creación del formato de medición de la competencia FO-RHU-06",Emisión
"Emisión inicial del Procedimiento de Almacén de materia prima y Producto en proceso",Emisión
"Se hizo la emisión del Programa de calibración y/o verificación a equipos de laboratorio FO-CAL-26 A",Emisión
"Creación de la Etiqueta de instrumento obsoleto F-SGC-29",Emisión
"Emisión, total de artes 89 para cumplir con acciones correctivas de Jafra y Supracare",Emisión
"Se hizo la emisión del procedimiento de control de cambios en el producto",Emisión
"Creación de la minuta interna para el numeral 7.4.3",Emisión
"Emisión inicial del procedimiento de planeación del desarrollo de nuevos productos",Emisión
"Se hizo la emisión del anexo I a Matriz de documentos y responsabilidades",Emisión
"Creación del documento con el significado de las abreviaturas LTE y FBOG",Emisión
"Emisión inicial, total de artes 12 hojas, incluyendo opciones de aprobación de la muestra",Emisión
"Se hizo la emisión de la matriz de documentos y responsabilidades",Emisión
"Creación del procedimiento de Quejas y Sugerencias PRO-VEN-04",Emisión
"Emisión inicial del Programa Anual de Calibración y Verificación",Emisión
"Se hizo la emisión del formato de solicitud de muestras o pruebas FO-CAL-53",Emisión
"Creación del Procedimiento de control de piezas master",Emisión
"Emisión, total de artes 3, código de cliente: 10010030 (FRUN-008) y 10010019 (FRHN-1245)",Emisión
"Se hizo la emisión de los objetivos de calidad con descripción de revisión una vez al año",Emisión
"Creación del procedimiento de inspección de recibo PRO-CAL-01",Emisión
"Emisión inicial del manual de calidad con cambio de formato y logotipo",Emisión
"Se hizo la emisión de la cláusula b en el punto 4.2.1",Emisión
"Creación de las cláusulas 6.2.2, 7.3.2 y 7.5.4 re-paginadas",Emisión
"Emisión inicial de los apartados de variante, firma, tipo de tubo, y vigencias",Emisión
"Se hizo la emisión con una nota que menciona que la vigencia de los estándares es de 2 años",Emisión
"Creación del procedimiento de compras PR-COM-01 redactado nuevamente",Emisión
"Emisión, total de artes 9, para el cliente Supracare",Emisión
"Modificación de objetivos de calidad, el jefe de SGC queda como representante de la dirección",Cambio
"Se cambia título del documento, antes Artes de probetas para el cliente Jafra, ahora Procedimiento de control de piezas master",Cambio
"Actualización de la matriz de documentos y responsabilidades para cumplir con acciones correctivas de Supracare",Cambio
"Se cambia el uso del formato de Quejas y Sugerencias por el código INT-COM-01",Cambio
"Cambio de posición entre texto e imagen en el punto 4.2.1, cláusula b; se actualiza el nombre del formato FO-CAL-53",Cambio
"Cambio de formato del manual de calidad; se generaliza a la persona responsable a realizar la actividad por el puesto responsable",Cambio
"Cambia el nombre de minuta a minuta interna; la columna cambia de código vial a código cliente",Cambio
"Se corrige la redacción del procedimiento de compras PR-COM-01 de acuerdo a la norma ISO 9001:2015",Cambio
"Cambia el nombre del procedimiento de Quejas y reclamaciones a Quejas y Sugerencias en el numeral 7.4.3",Cambio
"Cambia el nombre del procedimiento de control de cambios a procedimiento de control de cambios en el producto",Cambio
"Cambia el nombre del procedimiento de planeación de nuevos productos a procedimiento de planeación del desarrollo de nuevos productos",Cambio
"Cambia el nombre de Procedimiento de Almacén de materia prima y Producto terminado a Procedimiento de Almacén de materia prima y Producto en proceso",Cambio
"Se cambia el nombre de Programa Anual de Calibración y Verificación a Programa de calibración y/o verificación a equipos de laboratorio FO-CAL-26 A",Cambio
"Se cambia el nombre de Instrumento Fuera de uso FO-SGC-27 a Etiqueta de instrumento obsoleto F-SGC-29",Cambio
"Se cambia el nombre de Instrumento calibrado a calibración",Cambio
"Índice: re-paginación de las cláusulas 6.2.2, 7.3.2 y 7.5.4; corrección del código de la medición de la competencia FO-RHU-06",Cambio
"Modificación de objetivos, descripción de revisión de objetivos una vez al año; se añade nota informativa para el cliente",Cambio
"Se cambia título del documento a Procedimiento de control de documentos PRO-SGC-01",Cambio
"Actualización de la matriz de documentos y responsabilidades: se corrige el título del Anexo I",Cambio
"Se cambia el uso del formato de solicitud de muestras o pruebas por el formato FO-CAL-53",Cambio
"Cambio de posición entre texto e imagen en el procedimiento de inspección de recibo PRO-CAL-01",Cambio
"Cambio de formato del manual de calidad para cumplir con acciones correctivas de Jafra",Cambio
"Cambia el nombre del procedimiento de control de documentos y registros PRO-SGC-01 a Procedimiento de control de documentos PRO-SGC-01",Cambio
"Se corrige la redacción del Procedimiento de Control de Registros PRO-SGC-08",Cambio
"Modificación de objetivos de calidad de acuerdo a la norma ISO 9001:2015",Cambio
"La columna cambia de código vial a código cliente en el formato FO-CAL-26 A",Cambio
"Se generaliza a la persona responsable a realizar la actividad en la Matriz de Procedimientos",Cambio
"Cambio de posición entre texto e imagen en las cláusulas 6.2.2 y 7.3.2",Cambio
"Se cambia el título del documento, antes FO-HUM-06 a FO-RHU-06",Cambio
"Actualización de la matriz de documentos, el jefe de SGC queda como representante de la dirección",Cambio
"Se integró el Procedimiento de Control de Registros PRO-SGC-08 con re-paginación del índice y contenido",Adición
"Se adiciona el código INT-COM-01 a la instrucción de trabajo de selección, evaluación y reevaluación de proveedores",Adición
"Se adiciona el procedimiento de inspección de recibo PRO-CAL-01 en el numeral 7.4.3",Adición
"Adición de las entradas de la revisión por la dirección de acuerdo a la norma ISO 9001:2015",Adición
"Adición del significado de las abreviaturas LTE y FBOG",Adición
"Adición de las opciones de aprobación de la muestra para el cliente Supracare",Adición
"Adición de una nota informativa para el cliente Jafra en el Procedimiento de control de piezas master",Adición
"Se añaden 3 artes, código de cliente: 10010030 (FRUN-008), 10010019 (FRHN-1245)",Adición
"Se añade 1 arte, código de cliente: 10010097 (FRTN-863)",Adición
"Se añaden 9 artes, código de cliente: 10010499 (FRWN-5351) y otros 8 códigos",Adición
"Se añade un arte, código de cliente: 10010886 (FRHN-1291) al Procedimiento de control de documentos PRO-SGC-01",Adición
"Se añaden 4 artes, código de cliente: 10010565 (FRTN-882), 10010575 (FRTN-892), 10010574 (FRTN-872), 10010830 (FRHN-1301)",Adición
"Se añaden 4 artes, código de cliente: 10010567 (FRTN-972), 10010568 (FRTN-982), 10010571 (FRTN-952), 10010573 (FRTN-962)",Adición
"Se añaden 3 artes, código de cliente: 10010843 (FRWN-5441), 10010844 (FRWN-5436), 10010845 (FRWN-5431)",Adición
"Se añaden 9 artes, código de cliente: 10011305 (FRTN-1004) y demás en el manual de calidad",Adición
"Se añade 1 arte, código de cliente: 10012497 (FRWN-5523) al formato FO-CAL-53",Adición
"Se añaden 7 artes, código de cliente: 10011105 (FRHN-1312) y otros 6 a la instrucción de trabajo",Adición
"Se añade 1 arte, código de cliente: 10011027 (FRHN-5397) al Procedimiento de Almacén de materia prima",Adición
"Se añaden 3 artes, código de cliente: 10011495 (FRHN-1338), 10011496 (FRHN-1334), 10011497 (FRHN-1330)",Adición
"Se añaden 6 artes, código de cliente: 10011863 (FRTN-1037) y otros 5",Adición
"Se añaden 5 artes, código de cliente: 10012012 (FRWN-5481) al Programa de calibración",Adición
"Se añadieron 6 artes, código de cliente: 10010414 (FRTN-848) en las cláusulas 6.2.2 y 7.3.2",Adición
"Se agregan los apartados de variante, firma, tipo de tubo, inicio de vigencia y fin de vigencia",Adición
"Se coloca una nota que menciona que la vigencia de los estándares es de 2 años a partir de la fecha de aprobación",Adición
"Se adiciona el nombre del documento para permitir su adecuada identificación",Adición
"Se agregan definiciones al Procedimiento de control de piezas master",Adición
"Adición de formatos al procedimiento para cumplir con acciones correctivas de Jafra y Supracare",Adición
"Adición de anexos al manual de calidad de acuerdo al procedimiento PRO-CAL-07",Adición
"Se adiciona la etiqueta y el instructivo en idioma inglés",Adición
"Se integró la Matriz de Procedimientos a la Matriz de documentos y responsabilidades",Adición
"Eliminación de la leyenda Matriz de responsabilidades y Matriz de Procedimientos",Eliminación
"Eliminación del anexo II del manual de calidad",Eliminación
"Se elimina la verificación de herramientas y refacciones en el numeral 7.4.3",Eliminación
"Se elimina el dato LTE así como el significado de la abreviatura",Eliminación
"Se elimina el término LTE ya que no se utiliza, quedando como dato correcto FBOG",Eliminación
"Eliminación de formatos del Procedimiento de control de piezas master",Eliminación
"Eliminación de anexos del manual de calidad por cumplir con acciones correctivas",Eliminación
"Se elimina el formato de Quejas y Sugerencias antiguo por lo establecido en el procedimiento PRO-VEN-04",Eliminación
"Eliminación del nombre del procedimiento de Quejas y reclamaciones al ser cambiado a Quejas y Sugerencias",Eliminación
"Se elimina el nombre de Procedimiento de Almacén de materia prima y Producto terminado en el numeral 7.4.3",Eliminación
"Eliminación del nombre Programa Anual de Calibración y Verificación, sustituido por FO-CAL-26 A",Eliminación
"Se elimina el código FO-HUM-06 de la medición de la competencia",Eliminación
"Eliminación de la leyenda Artes de probetas para el cliente Jafra",Eliminación
"Se elimina el nombre Instrumento Fuera de uso FO-SGC-27, ahora obsoleto",Eliminación
"Eliminación del nombre Instrumento calibrado, quedando solo como calibración",Eliminación
"Se elimina la columna de código vial en los registros, ahora es código cliente",Eliminación
"Eliminación de la instrucción de trabajo de reevaluación de proveedores anterior",Eliminación
"Se elimina el nombre de minuta, quedando solo como minuta interna",Eliminación
"Eliminación del Procedimiento de control de documentos y registros PRO-SGC-01, ahora dividido",Eliminación
"Se elimina el texto antiguo en el punto 4.2.1, cláusula b",Eliminación
"Eliminación de la imagen en la cláusula 7.3.2 tras re-paginación",Eliminación
"Se elimina el título del Anexo I anterior a Matriz de documentos y responsabilidades",Eliminación
"Eliminación del puesto responsable específico, ahora se generaliza a la persona responsable a realizar la actividad",Eliminación
"Se elimina la descripción de revisión semestral de objetivos, quedando solo la revisión una vez al año",Eliminación
"Eliminación de la revisión antigua de los objetivos de calidad",Eliminación
"Se elimina el nombre formato de solicitud de muestras o pruebas, ahora FO-CAL-53",Eliminación
"Eliminación de la cláusula 7.5.4 del manual de calidad por no aplicar",Eliminación
"Se elimina el procedimiento de control de cambios anterior",Eliminación
"Eliminación del procedimiento de planeación de nuevos productos",Eliminación
"Se elimina el dato LTE en el arte código de cliente 10010097 (FRTN-863)",Eliminación
